CODE_SYSTEM,CODE_VALUE,LOINC_NUM,COMPONENT,DisplayName,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,AnswerListId,ANSWER_LIST_TYPE,EXAMPLE_UNITS,UnitsAndRange,LONG_COMMON_NAME,DefinitionDescription
NAACCR_ID,1150,21924-6,"Tumor marker","",Type,Pt,Cancer.XXX,Nom,"",LL68-8,NORMATIVE,"","","Tumor marker Cancer","Records prognostic indicators for specific sites or histologies. COC uses these codes for cases diagnosed 1996 and forward. See the COC ROADS Manual, 1998 Supplement, for a list of specific sites and histologies. For tumors diagnosed before January 1, 1996, Tumor Marker 1 is coded only for estrogen receptor status of breast cancers.

For SEER requirements for the specific sites, histologies, and diagnosis years for which this item is coded, see the 1998 SEER Program Code Manual... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1182,59544-7,"Lymph-vascular invasion","",Prid,Pt,"Cancer specimen",Nom,"",LL906-9,NORMATIVE,"","","Lymph-vascular invasion Cancer specimen","Indicates whether lymph-vascular invasion (LVI) is identified in the pathology report... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1200,21925-3,"Date 1st surgery treatment","",Date,Pt,Cancer.XXX,Qn,"",LL72-0,NORMATIVE,MMDDYY,"","Date 1st surgery treatment Cancer","Date the first surgery of the type described under Surgery of Primary Site, Scope of Regional Lymph Node Surgery, or Surgery of Other Regional Site(s), Distant Site(s) or Distant Lymph Nodes was performed. See also RX Summ--Surg Prim Site [1290], RX Summ--Scope Reg LN Sur [1292], and RX Summ--Surg Oth Reg/Dis [1294]. See page 81 for date format.

The dates on which different treatment modalities were started are used to evaluate whether the treatments were part of first-course therapy and to reconstruct the sequence of first-course treatment modes... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1201,59556-1,"Flag for Date 1st surgery treatment not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL907-7,NORMATIVE,"","","Flag for Date 1st surgery treatment not populated Cancer","This flag explains why there is no appropriate value in the corresponding date field, RX Date-Surgery [1200]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1210,21926-1,"Date 1st radiation treatment","",Date,Pt,Cancer.XXX,Qn,"",LL73-8,NORMATIVE,MMDDYY,"","Date 1st radiation treatment Cancer","Records the date on which radiation therapy began at any facility that is part of the first course of treatment. See page 81 for date format.

The dates on which different treatment modalities were started are used to evaluate whether the treatments were part of first-course therapy and to reconstruct the sequence of first-course treatment modes... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1211,59555-3,"Flag for Date 1st radiation treatment not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL908-5,NORMATIVE,"","","Flag for Date 1st radiation treatment not populated Cancer","This flag explains why there is no appropriate value in the corresponding date field, RX Date-Radiation [1210]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1220,21927-9,"Date 1st chemotherapy treatment","",Date,Pt,Cancer.XXX,Qn,"",LL74-6,NORMATIVE,MMDDYY,"","Date 1st chemotherapy treatment Cancer","Date of initiation of chemotherapy that is part of the first course of treatment. See also RX Summ--Chemo [1390]. See page 81 for date format.

The dates on which different treatment modalities were started are used to evaluate whether the treatments were part of first-course therapy and to reconstruct the sequence of first-course treatment modes... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1221,59551-2,"Flag for Date 1st chemotherapy treatment not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL909-3,NORMATIVE,"","","Flag for Date 1st chemotherapy treatment not populated Cancer","This flag explains why there is no appropriate value in the corresponding date field, RX Date-Chemo [1220]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1230,21928-7,"Date 1st hormone treatment","",Date,Pt,Cancer.XXX,Qn,"",LL75-3,NORMATIVE,MMDDYY,"","Date 1st hormone treatment Cancer","Date of initiation for hormone therapy that is part of the first course of treatment. See also RX Summ--Hormone [1400]. See page 81 for date format

The dates on which different treatment modalities were started are used to evaluate whether the treatments were part of first-course therapy and to reconstruct the sequence of first-course treatment modes... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1231,59553-8,"Flag for Date 1st hormone treatment not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL910-1,NORMATIVE,"","","Flag for Date 1st hormone treatment not populated Cancer","This flag explains why there is no appropriate value in the corresponding date field, RX Date-Hormone [1230]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1240,21929-5,"Date 1st immunotherapy treatment","",Date,Pt,Cancer.XXX,Qn,"",LL76-1,NORMATIVE,MMDDYY,"","Date 1st immunotherapy treatment Cancer","Date of initiation for immunotherapy that is part of the first course of treatment. See also RX Summ--BRM [1410]. See page 81 for date format.

The dates on which different treatment modalities were started are used to evaluate whether the treatments were part of first course of therapy and to reconstruct the sequence of first-course treatment modes... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1241,59550-4,"Flag for Date 1st immunotherapy treatment not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL911-9,NORMATIVE,"","","Flag for Date 1st immunotherapy treatment not populated Cancer","This flag explains why there is no appropriate value in the corresponding date field, RX Date-BRM [1240]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1250,21930-3,"Date 1st other treatment","",Date,Pt,Cancer.XXX,Qn,"",LL77-9,NORMATIVE,MMDDYY,"","Date 1st other treatment Cancer","Date of initiation for other treatment that is part of the first course of treatment at any facility. See RX Summ--Other [1420]. See page 81 for date format

The dates on which different treatment modalities were started are used to evaluate whether the treatments were part of first-course therapy and to reconstruct the sequence of first-course treatment modes... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1251,59554-6,"Flag for Date 1st other treatment not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL912-7,NORMATIVE,"","","Flag for Date 1st other treatment not populated Cancer","This flag explains why there is no appropriate value in the corresponding date field, RX Date-Other [1250]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1260,21931-1,"Date 1st cancer Rx (any).SEERS","",Date,Pt,Cancer.XXX,Qn,"",LL78-7,NORMATIVE,MMDDYY,"","Date 1st cancer treatment (any).SEERS","Date of initiation of the first course therapy for the tumor being reported, using the SEER definition of first course. See also Date of 1st Crs RX--COC [1270]. See Chapter V, Unresolved Issues, for further discussion of the difference between SEER and COC items. See page 81 for date format... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1261,59517-3,"Flag for Date 1st cancer Rx (any).SEERS not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL913-5,NORMATIVE,"","","Flag for Date 1st cancer treatment (any).SEERS not populated","This flag explains why there is no appropriate value in the corresponding date field, Date of Initial RX-SEER [1260]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1270,21932-9,"Date 1st cancer Rx (any).COC","",Date,Pt,Cancer.XXX,Qn,"",LL79-5,NORMATIVE,MMDDYY,"","Date 1st cancer treatment (any).COC","Date of initiation of the first therapy for the cancer being reported, using the COC definition of first course. The date of first treatment includes the date a decision was made not to treat the patient. See FORDS for details. See Chapter V, Unresolved Issues for further discussion of the difference between SEER and COC items. See page 81 for date format... NAACCR Data Standards and Data Dictionary Version 11"
