item,xmlId,parentTag,description
351,geolocationid19708090,Tumor,"This is a 12 character concatenation of state, county, tract and block group. This data item may be used for epidemiological purposes. For example, to measure cancer incidence in a particular geographic area. Components of this code are used to derive area-based social measures such as poverty or urban/rural codes at the county or tract-level. The codes are primarily derived through the geocoding process. SubfieldsState at DX Geocode 1970/80/90 [81]County at DX Geocode 1970/80/90 [94]Census Tract 1970/80/90 [110]Census Block Grp 1970/80/90 [368]"
352,geolocationid2000,Tumor,"This is a 12 character concatenation of state, county, tract and block group. This data item may be used for epidemiological purposes. For example, to measure cancer incidence in a particular geographic area. Components of this code are used to derive area-based social measures such as poverty or urban/rural codes at the county or tract-level. The codes are primarily derived through the geocoding process.  SubfieldsState at DX Geocode 2000 [82]County at DX Geocode2000 [95]Census Tract 2000 [130]Census Block Group 2000 [362]"
353,geolocationid2010,Tumor,"This is a 12 character concatenation of state, county, tract and block group. This data item may be used for epidemiological purposes. For example, to measure cancer incidence in a particular geographic area. Components of this code are used to derive area-based social measures such as poverty or urban/rural codes at the county or tract-level. The codes are primarily derived through the geocoding process. SubfieldsState at DX Geocode 2010 [83]County at DX Geocode2010 [96]Census Tract 2010 [135]Census Block Group 2010 [363]"
354,geolocationid2020,Tumor,"This is a 12 character concatenation of state, county, tract and block group. This data item may be used for epidemiological purposes. For example, to measure cancer incidence in a particular geographic area. Components of this code are used to derive area-based social measures such as poverty or urban/rural codes at the county or tract-level. The codes are primarily derived through the geocoding process.SubfieldsState at DX Geocode 2020 [84]County at DX Geocode2020 [97]Census Tract 2020 [125]Census Block Group 2020 [361]"
3837,gestationalTrophoblasticPrognosticScoringIndex,Tumor,"Gestational Trophoblastic Prognostic Scoring Index, a score based on the FIGO-modified World Health Organization (WHO) Prognostic Scoring Index, is used to stratify women with gestational trophoblastic neoplasia in addition to the anatomical stage group.  The risk score is appended to the anatomic stage."
366,gisCoordinateQuality,Tumor,"Code indicating the basis of assignment of latitude and longitude coordinates for an individual record from an address. This data item is helpful in identifying cases that were assigned coordinates based on incomplete information, post office boxes, or rural routes. This item is coded at the central registry, not by the reporting facility. Most of the time, this information is provided by geocoding software. Alternatively, a central registry staff member manually assigns the code. Codes are hierarchical, with lower numbers having priority."
3838,gleasonPatternsClinical,Tumor,Prostate cancers are graded using Gleason score or pattern. This data item represents the Gleason primary and secondary patterns from needle core biopsy or TURP.
3839,gleasonPatternsPathological,Tumor,Prostate cancers are graded using Gleason score or pattern. This data item represents the Gleason primary and secondary patterns from prostatectomy or autopsy.
3840,gleasonScoreClinical,Tumor,This data item records the Gleason score based on adding the values for primary and secondary patterns in Needle Core Biopsy or TURP.
3841,gleasonScorePathological,Tumor,This data item records the Gleason score based on adding the values for primary and secondary patterns from prostatectomy or autopsy.
3842,gleasonTertiaryPattern,Tumor,Prostate cancers are graded using Gleason score or pattern.  This data item represents the tertiary pattern value from prostatectomy or autopsy.
440,grade,Tumor,"Code for the grade or degree of differentiation of the reportable tumor. For lymphomas and leukemias, field also is used to indicate T-, B-, Null-, or NK-cell origin.Note: Code 8 was adopted for use with lymphoma cases diagnosed in 1995 and later."
1973,gradeIcdO1,Tumor,"Area for retaining the grade portion (1 digit) of the ICD-O-1 or field trial grade code entered before a conversion to ICD-O-2. See grouped data item Morph (73-91) ICD-O-1 [1970] in Appendix E. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973. "
3843,gradeClinical,Tumor,"This data item records the grade of a solid primary tumor before any treatment (surgical resection or initiation of any treatment including neoadjuvant). For cases diagnosed January 1, 2018, and later, this data item, along with Grade Pathological and Grade Post-Neoadjuvant, replaces NAACCR Data Item Grade [440] as well as SSF’s for cancer sites with alternative grading systems (e.g., breast [Bloom-Richardson], prostate [Gleason])."
