c_hlevel,c_fullname,c_basecode,c_name,c_visualattributes,m_applied_path,c_tooltip,c_synonym_cd,update_date,sourcesystem_cd,c_dimcode,c_operator,c_columndatatype,c_columnname,c_tablename,c_facttablecolumn
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\988\,CS|Brain|5:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\997\,CS|Brain|5:997,"997: Test ordered, results not in chart",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\998\,CS|Brain|5:998,998: No histologic examination of primary site,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\999\,CS|Brain|5:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\,CS|Brain|5:,05: Chromosome 1p: Loss of Heterozygosity (LOH),FAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 5\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\010\,CS|Brain|6:010,010: Test positive for loss of heterozygosity (LOH),LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\020\,CS|Brain|6:020,020: Test negative for LOH,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\888\,CS|Brain|6:888,888: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\888\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\988\,CS|Brain|6:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\997\,CS|Brain|6:997,"997: Test ordered, results not in chart",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\998\,CS|Brain|6:998,998: No histologic examination of primary site,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\999\,CS|Brain|6:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\,CS|Brain|6:,06: Chromosome 19q: Loss of Heterozygosity (LOH),FAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 6\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\000\,CS|Brain|7:000,000: No surgery of primary site; autopsy only,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\010\,CS|Brain|7:010,"010: Tumor destruction, NOS ",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\020\,CS|Brain|7:020,"020: Local excision (biopsy) of tumor, lesion or mass",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\021\,CS|Brain|7:021,"021: Subtotal resection of tumor, lesion, or mass of brain",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\021\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\022\,CS|Brain|7:022,022: OBSOLETE DATA REVIEWED AND CHANGED V0203,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\022\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\030\,CS|Brain|7:030,"030: Radical, total, gross resection of tumor, lesion or mass in brain",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\040\,CS|Brain|7:040,040: Partial resection of lobe of brain,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\055\,CS|Brain|7:055,055: Gross total resection of lobe of brain (lobectomy) ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\055\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\090\,CS|Brain|7:090,"090: Surgery, NOS",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\090\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\988\,CS|Brain|7:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\999\,CS|Brain|7:999,999: Unknown if surgery performed; death certificate only,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\,CS|Brain|7:,07: Surgical Resection,FAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 7\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\001\,CS|Brain|8:001,001: Unifocal/solitary tumor,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\002\,CS|Brain|8:002,002: Multifocal tumor ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\002\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\988\,CS|Brain|8:988,"988: Not applicable: Information not collected for this case (If this information is required by your standard setter, use of code 988 may result in an edit error.)",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\999\,CS|Brain|8:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\,CS|Brain|8:,08: Unifocal vs Multifocal Tumor,FAE,@,b'',N,,,\i2b2\naaccr\csterms\Brain\CS Site-Specific Factor 8\,like,@,concept_path,concept_dimension,concept_cd
3,\i2b2\naaccr\csterms\MelanomaLarynxOther\,,Malignant Melanoma of Other Larynx,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\000\,CS|MelanomaLarynxOther|1:000,000: No involved regional nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\980\,CS|MelanomaLarynxOther|1:980,980: 980 mms or larger,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\980\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\988\,CS|MelanomaLarynxOther|1:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\989\,CS|MelanomaLarynxOther|1:989,989: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\989\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\990\,CS|MelanomaLarynxOther|1:990,990: Microscopic focus or foci only and no size of focus given,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\991\,CS|MelanomaLarynxOther|1:991,"991: Described as ""less than 1centimeter (cm)""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\991\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\992\,CS|MelanomaLarynxOther|1:992,"992: Described as ""less than 2cm"" or ""greater than 1cm"" or ""between 1cm and 2cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\992\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\993\,CS|MelanomaLarynxOther|1:993,"993: Described as ""less than 3cm"" or ""greater than 2cm"" or ""between 2cm and 3cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\993\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\994\,CS|MelanomaLarynxOther|1:994,"994: Described as ""less than 4cm"" or ""greater than 3cm"" or ""between 3cm and 4cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\994\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\995\,CS|MelanomaLarynxOther|1:995,"995: Described as ""less than 5cm"" or ""greater than 4cm"" or ""between 4cm and 5cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\995\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\996\,CS|MelanomaLarynxOther|1:996,"996: Described as ""less than 6cm"" or ""greater than 5cm"" or ""between 5cm and 6cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\996\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\997\,CS|MelanomaLarynxOther|1:997,"997: Described as ""more than 6cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\999\,CS|MelanomaLarynxOther|1:999,"999: Regional lymph node(s) involved, size not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\,CS|MelanomaLarynxOther|1:,01: Size of Lymph Nodes,FAE,@,b'001 - 979 millimeters (mm) (Exact size of lymph node to nearest mm)',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 1\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\000\,CS|MelanomaLarynxOther|2:000,000: OBSOLETE DATA RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\001\,CS|MelanomaLarynxOther|2:001,001: OBSOLETE DATA RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\005\,CS|MelanomaLarynxOther|2:005,005: OBSOLETE DATA RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\005\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\888\,CS|MelanomaLarynxOther|2:888,888: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\888\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\987\,CS|MelanomaLarynxOther|2:987,987: OBSOLETE DATA CONVERTED AND RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\987\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\988\,CS|MelanomaLarynxOther|2:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\999\,CS|MelanomaLarynxOther|2:999,999: OBSOLETE DATA RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\,CS|MelanomaLarynxOther|2:,"02: OBSOLETE - Extracapsular Extension, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 2\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\000\,CS|MelanomaLarynxOther|3:000,"000: No involvement in Levels I, II, or III lymph nodes",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\100\,CS|MelanomaLarynxOther|3:100,100: Level I lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\010\,CS|MelanomaLarynxOther|3:010,010: Level II lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\001\,CS|MelanomaLarynxOther|3:001,001: Level III lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\110\,CS|MelanomaLarynxOther|3:110,110: Levels I and II lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\110\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\101\,CS|MelanomaLarynxOther|3:101,101: Levels I and III lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\101\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\011\,CS|MelanomaLarynxOther|3:011,011: Levels II and III lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\011\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\111\,CS|MelanomaLarynxOther|3:111,"111: Levels I, II and III lymph nodes involved",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\111\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\988\,CS|MelanomaLarynxOther|3:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\999\,CS|MelanomaLarynxOther|3:999,"999: Unknown if regional lymph nodes  involved, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\,CS|MelanomaLarynxOther|3:,"03: Levels I-III, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 3\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\000\,CS|MelanomaLarynxOther|4:000,000: No involvement in Levels IV or V or retropharyngeal lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\100\,CS|MelanomaLarynxOther|4:100,100: Level IV lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\010\,CS|MelanomaLarynxOther|4:010,010: Level V lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\001\,CS|MelanomaLarynxOther|4:001,001: Retropharyngeal nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\110\,CS|MelanomaLarynxOther|4:110,110: Levels IV and V lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\110\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\101\,CS|MelanomaLarynxOther|4:101,101: Levels IV and retropharyngeal lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\101\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\011\,CS|MelanomaLarynxOther|4:011,011: Levels V and retropharyngeal lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\011\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\111\,CS|MelanomaLarynxOther|4:111,111: Levels IV and V and retropharyngeal lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\111\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\988\,CS|MelanomaLarynxOther|4:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\999\,CS|MelanomaLarynxOther|4:999,"999: Unknown if regional lymph nodes involved, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\,CS|MelanomaLarynxOther|4:,04: Levels IV-V and Retropharyngeal Lymph Nodes for Head and Neck,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 4\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 5\000\,CS|MelanomaLarynxOther|5:000,000: No involvement in Levels VI or VII or facial lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 5\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 5\100\,CS|MelanomaLarynxOther|5:100,100: Level VI lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 5\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 5\010\,CS|MelanomaLarynxOther|5:010,010: Level VII lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaLarynxOther\CS Site-Specific Factor 5\010\,like,@,concept_path,concept_dimension,concept_cd
